Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;0
Bosnia and Herzegovina;BIH;Intentional homicides, female (per 100,000 female);VC.IHR.PSRC.FE.P5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,705803625;0;0;0;0;0;0;0;0;0;0,93428431;1,349809072;1,16299084;0;0;0;0;0;0;0,75531154;0,512340883;0,834644421;1,275330251;0,755976262;0,602463418;1,000329831;0,84510994;0,570774953;0,462456482;0,585408974;0,296638551;0,42148984;0;0;0;0
Bosnia and Herzegovina;BIH;Voice and Accountability: Standard Error;VA.STD.ERR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,248345718;0;0,246142015;0;0,206169248;0;0,164207891;0,160991877;0,158011213;0,161028475;0,142435208;0,132462174;0,134323835;0,138294339;0,134920165;0,137097746;0,121262647;0,120833911;0,128663644;0,131186038;0,126260087;0,12800467;0,130708992;0,124347724;0,127767965;0,130463734;0,128053159;0,127227262;0;0
Bosnia and Herzegovina;BIH;Voice and Accountability: Number of Sources;VA.NO.SRC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;5;0;8;8;10;10;11;13;13;13;13;12;15;14;11;12;12;12;12;11;10;9;9;9;0;0
Bosnia and Herzegovina;BIH;High-technology exports (% of manufactured exports);TX.VAL.TECH.MF.ZS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,507324519;3,540545081;2,833117981;3,271703368;2,617832063;2,40453152;2,495153151;2,963819947;2,734423809;5,443549338;5,254743019;5,26613569;4,614452474;5,316222002;5,224749178;4,967053666;0;0
Bosnia and Herzegovina;BIH;Export value index (2015 = 100);TX.VAL.MRCH.XD.WD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,981646482;6,591008014;11,27925479;11,86773764;14,73168756;20,96960585;20,24381033;19,71978596;26,28556767;35,16526398;47,07862867;65,18428462;81,44534104;98,49404253;77,56047145;94,21824379;114,7557071;101,2545372;111,5763499;115,5815614;100;104,5166295;125,5777331;140,8879148;129,0353628;120,6698732;168,9664953;0;0;0;0
Bosnia and Herzegovina;BIH;Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports);TX.VAL.MRCH.R6.ZS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,123459567;0,108251805;0,053827239;0,22691446;0,004443837;0,00899832;0,020162494;0,520485573;0,084426044;0,118762333;0,082521835;0,044005885;0,06483753;0,043368033;0,035563879;0,02628744;0,052861147;0,053983992;0,160517594;0,181630325;0,113975467;0,150367892;0,202094572;0,22951388;0,164710425;0,208570891;0,163528793;0,236776901;0;0
Bosnia and Herzegovina;BIH;Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports);TX.VAL.MRCH.R2.ZS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,059925961;1,522122279;2,930088581;2,265176794;2,425804886;3,806879742;5,100427781;4,680949512;3,647500358;2,63018962;4,324383721;3,980258462;15,81829352;19,14884519;21,46773374;21,80378454;21,7174963;22,26271306;19,09542253;18,75081045;19,1819765;19,40364974;19,63096637;20,72526055;19,50891179;19,30473837;19,18726836;19,47624152;20,32740061;20,44112005;0;0
Bosnia and Herzegovina;BIH;Merchandise exports (current US$);TX.VAL.MRCH.CD.WT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276000000;95000000;91000000;152000000;336000000;575000000;605000000;751000000;1069000000;1032000000;1005000000;1340000000;1793000000;2400000000;3323000000;4152000000;5021000000;3954000000;4803000000;5850000000;5162000000;5687000000;5892000000;5098000000;5328000000;6402000000;7182000000;6578000000;6155000000;8614000000;9674000000;9232000000;0;0
Bosnia and Herzegovina;BIH;Insurance and financial services (% of commercial service exports);TX.VAL.INSF.ZS.WT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,613749116;2,691747433;3,630441001;3,506792445;3,773905691;3,503153772;3,609177966;2,915124046;0,944401637;0,218413107;0,244823731;0,249882046;0,283641631;0,297964971;0,358983012;0,314993044;0,287969612;0,360619318;0,317080552;0,323753753;0,399213961;0,438919042;0,464046034;0,151689335;0,224130249;0,240891404;0;0
